Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Commodity,Modal_Price,Revenue,Cost,Profit
Onion,2011,Kharif     ,Andhra Pradesh,39613.0,554878,861.9,6635969.76,13072.29,13.41823529,Onion,1464.6079195402297,812678713.1786436,6649042.05,806029671.1286436
Onion,2011,Rabi       ,Andhra Pradesh,17378.0,444871,861.9,2911162.56,5734.74,24.52894737,Onion,1464.6079195402297,651561589.7737815,2916897.3000000003,648644692.4737816
Potato,2011,Whole Year ,Andhra Pradesh,6057.0,60802,861.9,1014668.64,1998.81,10.52428571,Potato,931.9471865745311,56664252.83810464,1016667.4500000001,55647585.38810464
Wheat,2011,Rabi       ,Andhra Pradesh,8255.0,10914,861.9,1382877.6,2724.15,1.306666667,Wheat,2462.4266055045873,26874923.972477067,1385601.75,25489322.222477067
Banana,2011,Whole Year ,Karnataka,69256.0,1730522,1178.986364,11601765.12,22854.48,25.06172414,Banana,2452.813852813853,4244648334.1991343,11624619.6,4233023714.5991344
Cotton,2011,Kharif     ,Karnataka,498264.0,1151643,1178.986364,83469185.28,164427.12,2.251818182,Cotton,7018.95205479452,8083327001.239726,83633612.4,7999693388.839726
Cotton,2011,Rabi       ,Karnataka,71476.0,50923,1178.986364,11973659.52,23587.08,1.402857143,Cotton,7018.95205479452,357426095.48630136,11997246.6,345428848.88630134
Maize,2011,Kharif     ,Karnataka,1206528.0,3433881,1178.986364,202117570.6,398154.24,2.855357143,Maize,2600.0,8928090600.0,202515724.84,8725574875.16
Maize,2011,Rabi       ,Karnataka,111362.0,347253,1178.986364,18655362.24,36749.46,3.0375,Maize,2600.0,902857800.0,18692111.7,884165688.3
Maize,2011,Summer     ,Karnataka,31494.0,106783,1178.986364,5275874.88,10393.02,3.159655172,Maize,2600.0,277635800.0,5286267.899999999,272349532.1
Onion,2011,Kharif     ,Karnataka,136540.0,674001,1178.986364,22873180.8,45058.2,5.5184,Onion,1464.6079195402297,987147202.3780344,22918239.0,964228963.3780344
Onion,2011,Rabi       ,Karnataka,13695.0,108989,1178.986364,2294186.4,4519.35,8.495454545,Onion,1464.6079195402297,159626152.5427701,2298705.75,157327446.7927701
Onion,2011,Summer     ,Karnataka,3572.0,21998,1178.986364,598381.44,1178.76,6.214285714,Onion,1464.6079195402297,32218445.014045972,599560.2,31618884.814045973
Potato,2011,Kharif     ,Karnataka,30868.0,255098,1178.986364,5171007.36,10186.44,8.90875,Potato,931.9471865745311,237737863.40078974,5181193.800000001,232556669.60078973
Potato,2011,Rabi       ,Karnataka,6763.0,82152,1178.986364,1132937.76,2231.79,12.50666667,Potato,931.9471865745311,76561325.27147087,1135169.55,75426155.72147088
Potato,2011,Summer     ,Karnataka,737.0,10633,1178.986364,123462.24,243.21,14.4325,Potato,931.9471865745311,9909394.43484699,123705.45000000001,9785688.98484699
Wheat,2011,Rabi       ,Karnataka,225472.0,200932,1178.986364,37771069.44,74405.76,0.981333333,Wheat,2462.4266055045873,494780302.69724774,37845475.199999996,456934827.49724776
Banana,2011,Whole Year ,Kerala,59069.4,514054,3035.1,9895305.888,19492.902,8.229285714,Banana,2452.813852813853,1260878772.2943723,9914798.790000001,1250963973.5043724
Potato,2011,Whole Year ,Kerala,386.0,4827,3035.1,64662.72,127.38,11.5,Potato,931.9471865745311,4498509.0695952615,64790.1,4433718.969595262
Banana,2011,Kharif     ,Meghalaya,6919.0,82125,4083.104545,1159070.88,2283.27,10.37,Banana,2452.813852813853,201437337.66233766,1161354.15,200275983.51233765
Cotton,2011,Kharif     ,Meghalaya,6871.0,6389,4083.104545,1151029.92,2267.43,0.903333333,Cotton,7018.95205479452,44844084.67808219,1153297.3499999999,43690787.32808219
Maize,2011,Kharif     ,Meghalaya,17303.0,26939,4083.104545,2898598.56,5709.99,1.58,Maize,2600.0,70041400.0,2904308.5500000003,67137091.45
Potato,2011,Whole Year ,Meghalaya,17717.0,165670,4083.104545,2967951.84,5846.61,7.448571429,Potato,931.9471865745311,154395690.39980257,2973798.4499999997,151421891.94980258
Wheat,2011,Rabi       ,Meghalaya,395.0,710,4083.104545,66170.4,130.35,1.34,Wheat,2462.4266055045873,1748322.889908257,66300.75,1682022.139908257
Banana,2011,Whole Year ,Tamil Nadu,103107.0,4505435,926.5,17272484.64,34025.31,43.34580645,Banana,2452.813852813853,11050993380.952381,17306509.95,11033686871.00238
Cotton,2011,Kharif     ,Tamil Nadu,107036.0,302611,926.5,17930670.72,35321.88,3.036923077,Cotton,7018.95205479452,2124012100.2534246,17965992.599999998,2106046107.6534247
Cotton,2011,Rabi       ,Tamil Nadu,28769.0,79158,926.5,4819382.88,9493.77,2.83,Cotton,7018.95205479452,555606206.7534246,4828876.649999999,550777330.1034247
Maize,2011,Kharif     ,Tamil Nadu,176287.0,1001667,926.5,29531598.24,58174.71,5.832307692,Maize,2600.0,2604334200.0,29589772.95,2574744427.05
Maize,2011,Rabi       ,Tamil Nadu,104342.0,693800,926.5,17479371.84,34432.86,6.611481481,Maize,2600.0,1803880000.0,17513804.7,1786366195.3
Onion,2011,Whole Year ,Tamil Nadu,34913.0,376947,926.5,5848625.76,11521.29,11.16703704,Onion,1464.6079195402297,552079561.446931,5860147.05,546219414.396931
Potato,2011,Whole Year ,Tamil Nadu,4673.0,92207,926.5,782820.96,1542.09,19.59125,Potato,931.9471865745311,85932054.23247778,784363.0499999999,85147691.18247779
Cotton,2012,Kharif     ,Andhra Pradesh,2402000.0,5600000,968.7,362221600.0,744620.0,2.440454545,Cotton,7018.95205479452,39306131506.84931,362966220.0,38943165286.84931
Maize,2012,Kharif     ,Andhra Pradesh,565000.0,2341000,968.7,85202000.0,175150.0,4.040952381,Maize,2600.0,6086600000.0,85377150.0,6001222850.0
Maize,2012,Rabi       ,Andhra Pradesh,407000.0,2513000,968.7,61375600.0,126170.0,6.119545455,Maize,2600.0,6533800000.0,61501770.0,6472298230.0
Onion,2012,Kharif     ,Andhra Pradesh,25000.0,450000,968.7,3770000.0,7750.0,15.35285714,Onion,1464.6079195402297,659073563.7931033,3777750.0,655295813.7931033
Onion,2012,Rabi       ,Andhra Pradesh,14000.0,386000,968.7,2111200.0,4340.0,25.34375,Onion,1464.6079195402297,565338656.9425286,2115540.0,563223116.9425286
Potato,2012,Kharif     ,Andhra Pradesh,267.0,4093,968.7,40263.6,82.77,16.335,Potato,931.9471865745311,3814459.834649556,40346.369999999995,3774113.4646495557
Potato,2012,Rabi       ,Andhra Pradesh,934.0,14306,968.7,140847.2,289.54,17.176,Potato,931.9471865745311,13332436.451135242,141136.74000000002,13191299.711135242
Wheat,2012,Rabi       ,Andhra Pradesh,8000.0,9000,968.7,1206400.0,2480.0,1.25,Wheat,2462.4266055045873,22161839.449541286,1208880.0,20952959.449541286
Banana,2012,Whole Year ,Assam,47063.0,763234,2167.5,7097100.4,14589.53,15.99074074,Banana,2452.813852813853,1872070928.138528,7111689.930000001,1864959238.208528
Cotton,2012,Kharif     ,Assam,1802.0,863,2167.5,271741.6,558.62,0.489583333,Cotton,7018.95205479452,6057355.623287671,272300.22,5785055.4032876715
Maize,2012,Kharif     ,Assam,23695.0,21258,2167.5,3573206.0,7345.45,0.771481481,Maize,2600.0,55270800.0,3580551.45,51690248.55
Onion,2012,Whole Year ,Assam,7099.0,25893,2167.5,1070529.2,2200.69,3.265185185,Onion,1464.6079195402297,37923092.860655166,1072729.89,36850362.970655166
Potato,2012,Whole Year ,Assam,95436.0,708632,2167.5,14391748.8,29585.16,7.105555556,Potato,931.9471865745311,660407598.7166831,14421333.96,645986264.7566831
Wheat,2012,Rabi       ,Assam,33984.0,44190,2167.5,5124787.2,10535.04,1.2508,Wheat,2462.4266055045873,108814631.69724771,5135322.24,103679309.45724772
Cotton,2012,Kharif     ,Karnataka,446810.0,1026068,956.2,67378948.0,138511.1,2.051304348,Cotton,7018.95205479452,7201922096.958904,67517459.1,7134404637.858904
Cotton,2012,Rabi       ,Karnataka,48405.0,59666,956.2,7299474.0,15005.55,1.118,Cotton,7018.95205479452,418792793.30136985,7314479.55,411478313.75136983
Cotton,2012,Summer     ,Karnataka,1810.0,5017,956.2,272948.0,561.1,2.77375,Cotton,7018.95205479452,35214082.45890411,273509.1,34940573.35890411
Maize,2012,Kharif     ,Karnataka,1161644.0,2978477,956.2,175175915.2,360109.64,2.741071429,Maize,2600.0,7744040200.0,175536024.83999997,7568504175.16
Maize,2012,Rabi       ,Karnataka,127577.0,386114,956.2,19238611.6,39548.87,3.155185185,Maize,2600.0,1003896400.0,19278160.470000003,984618239.53
Maize,2012,Summer     ,Karnataka,32413.0,111382,956.2,4887880.4,10048.03,3.439666667,Maize,2600.0,289593200.0,4897928.430000001,284695271.57
Onion,2012,Kharif     ,Karnataka,67739.0,359625,956.2,10215041.2,20999.09,5.5388,Onion,1464.6079195402297,526709623.06465507,10236040.29,516473582.77465504
Onion,2012,Rabi       ,Karnataka,12087.0,79118,956.2,1822719.6,3746.97,7.056666667,Onion,1464.6079195402297,115876849.37818389,1826466.57,114050382.8081839
Onion,2012,Summer     ,Karnataka,3543.0,20096,956.2,534284.4,1098.33,5.650952381,Onion,1464.6079195402297,29432760.751080453,535382.73,28897378.021080453
Potato,2012,Kharif     ,Karnataka,27314.0,174423,956.2,4118951.2,8467.34,7.302,Potato,931.9471865745311,162553024.12388945,4127418.54,158425605.58388945
Potato,2012,Rabi       ,Karnataka,6843.0,116214,956.2,1031924.4,2121.33,16.72363636,Potato,931.9471865745311,108305310.34057255,1034045.73,107271264.61057255
Potato,2012,Summer     ,Karnataka,729.0,15896,956.2,109933.2,225.99,21.82333333,Potato,931.9471865745311,14814232.477788746,110159.19,14704073.287788747
Wheat,2012,Rabi       ,Karnataka,225274.0,178871,956.2,33971319.2,69834.94,0.846428571,Wheat,2462.4266055045873,440456709.35321105,34041154.14,406415555.21321106
Banana,2012,Whole Year ,Kerala,61011.0,515607,2187.6,9200458.8,18913.41,8.320714286,Banana,2452.813852813853,1264687992.2077923,9219372.21,1255468619.9977922
Maize,2012,Whole Year ,Kerala,180.0,15,2187.6,27144.0,55.8,0.535,Maize,2600.0,39000.0,27199.8,11800.2
Onion,2012,Whole Year ,Kerala,40.0,0,2187.6,6032.0,12.4,0.0,Onion,1464.6079195402297,0.0,6044.4,-6044.4
Potato,2012,Whole Year ,Kerala,975.0,19050,2187.6,147030.0,302.25,18.905,Potato,931.9471865745311,17753593.904244818,147332.25,17606261.654244818
Wheat,2012,Whole Year ,Kerala,1.0,0,2187.6,150.8,0.31,0.0,Wheat,2462.4266055045873,0.0,151.11,-151.11
Banana,2012,Kharif     ,Meghalaya,6992.0,84613,2945.3,1054393.6,2167.52,10.55571429,Banana,2452.813852813853,207539938.52813855,1056561.12,206483377.40813854
Cotton,2012,Kharif     ,Meghalaya,7250.0,8359,2945.3,1093300.0,2247.5,1.126666667,Cotton,7018.95205479452,58671420.22602739,1095547.5,57575872.72602739
Maize,2012,Whole Year ,Meghalaya,18015.0,38732,2945.3,2716662.0,5584.65,2.2,Maize,2600.0,100703200.0,2722246.65,97980953.35
Potato,2012,Whole Year ,Meghalaya,18139.0,172955,2945.3,2735361.2,5623.09,7.585714286,Potato,931.9471865745311,161184925.65399802,2740984.29,158443941.36399803
Wheat,2012,Rabi       ,Meghalaya,406.0,742,2945.3,61224.8,125.86,1.356666667,Wheat,2462.4266055045873,1827120.5412844038,61350.66,1765769.8812844038
Banana,2013,Whole Year ,Andhra Pradesh,60626.0,1888161,1062.3,8759850.74,16369.02,31.62769231,Banana,2452.813852813853,4631307457.142858,8776219.76,4622531237.382857
Cotton,2013,Kharif     ,Andhra Pradesh,671459.0,2175683,1062.3,97019110.91,181293.93,2.623846154,Cotton,7018.95205479452,15271014663.431507,97200404.84,15173814258.591507
Cotton,2013,Rabi       ,Andhra Pradesh,5155.0,12281,1062.3,744845.95,1391.85,2.531666667,Cotton,7018.95205479452,86199750.1849315,746237.7999999999,85453512.3849315
Maize,2013,Kharif     ,Andhra Pradesh,109846.0,407657,1062.3,15871648.54,29658.42,3.460769231,Maize,2600.0,1059908200.0,15901306.959999999,1044006893.04
Maize,2013,Rabi       ,Andhra Pradesh,242269.0,1805828,1062.3,35005447.81,65412.63,7.458461538,Maize,2600.0,4695152800.0,35070860.440000005,4660081939.56
Onion,2013,Kharif     ,Andhra Pradesh,20959.0,394680,1062.3,3028365.91,5658.93,18.40181818,Onion,1464.6079195402297,578051453.6841378,3034024.8400000003,575017428.8441378
Onion,2013,Rabi       ,Andhra Pradesh,5326.0,117905,1062.3,769553.74,1438.02,19.63545455,Onion,1464.6079195402297,172684596.7533908,770991.76,171913604.9933908
Potato,2013,Kharif     ,Andhra Pradesh,385.0,6710,1062.3,55628.65,103.95,16.03,Potato,931.9471865745311,6253365.621915104,55732.6,6197633.021915104
Potato,2013,Rabi       ,Andhra Pradesh,1073.0,18530,1062.3,155037.77,289.71,15.024,Potato,931.9471865745311,17268981.36722606,155327.47999999998,17113653.88722606
Wheat,2013,Rabi       ,Andhra Pradesh,348.0,249,1062.3,50282.52,93.96,0.68,Wheat,2462.4266055045873,613144.2247706422,50376.479999999996,562767.7447706423
Banana,2013,Whole Year ,Assam,50806.0,857720,1797.7,7340958.94,13717.62,16.40037037,Banana,2452.813852813853,2103827497.8354979,7354676.5600000005,2096472821.275498
Cotton,2013,Kharif     ,Assam,1140.0,537,1797.7,164718.6,307.8,0.469166667,Cotton,7018.95205479452,3769177.2534246575,165026.4,3604150.8534246576
Maize,2013,Kharif     ,Assam,24068.0,76998,1797.7,3477585.32,6498.36,3.53037037,Maize,2600.0,200194800.0,3484083.6799999997,196710716.32
Onion,2013,Whole Year ,Assam,7436.0,28812,1797.7,1074427.64,2007.72,3.347037037,Onion,1464.6079195402297,42198283.377793096,1076435.3599999999,41121848.0177931
Potato,2013,Whole Year ,Assam,97956.0,700144,1797.7,14153662.44,26448.12,7.258148148,Potato,931.9471865745311,652497230.9970385,14180110.559999999,638317120.4370385
Wheat,2013,Rabi       ,Assam,31294.0,40444,1797.7,4521670.06,8449.38,1.232,Wheat,2462.4266055045873,99590381.63302752,4530119.4399999995,95060262.19302753
Banana,2013,Whole Year ,Goa,2324.0,26308,3642.6,335794.76,627.48,11.315,Banana,2452.813852813853,64528626.839826845,336422.24,64192204.59982684
Cotton,2013,Kharif     ,Karnataka,584977.0,1731624,1235.6,84523326.73,157943.79,2.737083333,Cotton,7018.95205479452,12154185832.931507,84681270.52000001,12069504562.411507
Cotton,2013,Rabi       ,Karnataka,74978.0,138277,1235.6,10833571.22,20244.06,1.931818182,Cotton,7018.95205479452,970559633.2808219,10853815.280000001,959705818.000822
Cotton,2013,Summer     ,Karnataka,2022.0,7289,1235.6,292158.78,545.94,3.655714286,Cotton,7018.95205479452,51161141.52739726,292704.72000000003,50868436.80739726
Maize,2013,Kharif     ,Karnataka,1246109.0,3950152,1235.6,180050289.4,336449.43,3.165,Maize,2600.0,10270395200.0,180386738.83,10090008461.17
Maize,2013,Rabi       ,Karnataka,103879.0,318029,1235.6,15009476.71,28047.33,2.988888889,Maize,2600.0,826875400.0,15037524.040000001,811837875.96
Maize,2013,Summer     ,Karnataka,27180.0,88183,1235.6,3927238.2,7338.6,3.111724138,Maize,2600.0,229275800.0,3934576.8000000003,225341223.2
Onion,2013,Kharif     ,Karnataka,112723.0,745697,1235.6,16287346.27,30435.21,6.9688,Onion,1464.6079195402297,1092153731.7773907,16317781.48,1075835950.2973907
Onion,2013,Rabi       ,Karnataka,19940.0,140107,1235.6,2881130.6,5383.8,7.312608696,Onion,1464.6079195402297,205201821.78302297,2886514.4,202315307.38302296
Onion,2013,Summer     ,Karnataka,5914.0,46434,1235.6,854513.86,1596.78,8.033333333,Onion,1464.6079195402297,68007604.13593103,856110.64,67151493.49593103
Potato,2013,Kharif     ,Karnataka,29813.0,196133,1235.6,4307680.37,8049.51,7.544117647,Potato,931.9471865745311,182785597.5444225,4315729.88,178469867.6644225
Potato,2013,Rabi       ,Karnataka,7354.0,111892,1235.6,1062579.46,1985.58,15.11727273,Potato,931.9471865745311,104277434.60019743,1064565.04,103212869.56019743
Potato,2013,Summer     ,Karnataka,582.0,8176,1235.6,84093.18,157.14,14.03416667,Potato,931.9471865745311,7619600.197433366,84250.31999999999,7535349.877433366
Wheat,2013,Rabi       ,Karnataka,209079.0,210041,1235.6,30209824.71,56451.33,1.068571429,Wheat,2462.4266055045873,517210546.646789,30266276.04,486944270.606789
Banana,2013,Whole Year ,Kerala,62261.0,531299,3255.4,8996091.89,16810.47,8.377857143,Banana,2452.813852813853,1303177547.1861472,9012902.360000001,1294164644.8261473
Maize,2013,Whole Year ,Kerala,51.0,71,3255.4,7368.99,13.77,1.445,Maize,2600.0,184600.0,7382.76,177217.24
Onion,2013,Whole Year ,Kerala,103.0,0,3255.4,14882.47,27.81,0.0,Onion,1464.6079195402297,0.0,14910.279999999999,-14910.279999999999
Potato,2013,Whole Year ,Kerala,759.0,14846,3255.4,109667.91,204.93,19.56,Potato,931.9471865745311,13835687.931885488,109872.84,13725815.091885488
Banana,2013,Kharif     ,Meghalaya,7039.0,86432,2448.4,1017065.11,1900.53,10.12363636,Banana,2452.813852813853,212001606.92640695,1018965.64,210982641.28640696
Cotton,2013,Kharif     ,Meghalaya,7275.0,8602,2448.4,1051164.75,1964.25,1.126,Cotton,7018.95205479452,60377025.57534246,1053129.0,59323896.57534246
Maize,2013,Whole Year ,Meghalaya,18025.0,39655,2448.4,2604432.25,4866.75,2.16,Maize,2600.0,103103000.0,2609299.0,100493701.0
Potato,2013,Whole Year ,Meghalaya,18449.0,181813,2448.4,2665696.01,4981.23,7.969090909,Potato,931.9471865745311,169440113.83267522,2670677.2399999998,166769436.5926752
Wheat,2013,Rabi       ,Meghalaya,422.0,789,2448.4,60974.78,113.94,1.506,Wheat,2462.4266055045873,1942854.5917431193,61088.72,1881765.8717431193
Banana,2013,Whole Year ,Tamil Nadu,92463.0,3840375,740.9,13359978.87,24965.01,42.13096774,Banana,2452.813852813853,9419725000.0,13384943.879999999,9406340056.12
Cotton,2013,Kharif     ,Tamil Nadu,116495.0,333808,740.9,16832362.55,31453.65,2.815,Cotton,7018.95205479452,2342982347.5068493,16863816.2,2326118531.3068495
Cotton,2013,Rabi       ,Tamil Nadu,34468.0,82752,740.9,4980281.32,9306.36,2.478888889,Cotton,7018.95205479452,580832320.4383562,4989587.680000001,575842732.7583562
Maize,2013,Kharif     ,Tamil Nadu,223113.0,1458297,740.9,32237597.37,60240.51,6.161111111,Maize,2600.0,3791572200.0,32297837.880000003,3759274362.12
Maize,2013,Rabi       ,Tamil Nadu,157316.0,786919,740.9,22730588.84,42475.32,5.431724138,Maize,2600.0,2045989400.0,22773064.16,2023216335.84
Onion,2013,Kharif     ,Tamil Nadu,9104.0,105866,740.9,1315436.96,2458.08,11.31961538,Onion,1464.6079195402297,155052182.01004595,1317895.04,153734286.97004595
Onion,2013,Rabi       ,Tamil Nadu,15883.0,134505,740.9,2294934.67,4288.41,8.304615385,Onion,1464.6079195402297,196997088.2177586,2299223.08,194697865.13775858
Potato,2013,Kharif     ,Tamil Nadu,3875.0,70206,740.9,559898.75,1046.25,18.37333333,Potato,931.9471865745311,65428284.18065153,560945.0,64867339.18065153
Potato,2013,Rabi       ,Tamil Nadu,2044.0,52531,740.9,295337.56,551.88,24.145,Potato,931.9471865745311,48956117.65794669,295889.44,48660228.21794669
Banana,2014,Whole Year ,Andhra Pradesh,61607.0,1945126,687.6,9300192.72,20330.31,31.49384615,Banana,2452.813852813853,4771031998.268398,9320523.030000001,4761711475.238399
Cotton,2014,Kharif     ,Andhra Pradesh,814855.0,2735370,687.6,123010510.8,268902.15,3.026153846,Cotton,7018.95205479452,19199430882.123287,123279412.95,19076151469.173286
Cotton,2014,Rabi       ,Andhra Pradesh,6222.0,15914,687.6,939273.12,2053.26,2.897142857,Cotton,7018.95205479452,111699603.0,941326.38,110758276.62
Maize,2014,Kharif     ,Andhra Pradesh,99863.0,328758,687.6,15075318.48,32954.79,3.446923077,Maize,2600.0,854770800.0,15108273.27,839662526.73
Maize,2014,Rabi       ,Andhra Pradesh,203463.0,1609315,687.6,30714774.48,67142.79,7.481538462,Maize,2600.0,4184219000.0,30781917.27,4153437082.73
Onion,2014,Kharif     ,Andhra Pradesh,29445.0,540640,687.6,4445017.2,9716.85,17.84545455,Onion,1464.6079195402297,791825625.6202297,4454734.05,787370891.5702298
Onion,2014,Rabi       ,Andhra Pradesh,3983.0,85150,687.6,601273.68,1314.39,19.12090909,Onion,1464.6079195402297,124711364.34885055,602588.0700000001,124108776.27885056
Potato,2014,Kharif     ,Andhra Pradesh,351.0,6055,687.6,52986.96,115.83,17.6225,Potato,931.9471865745311,5642940.2147087855,53102.79,5589837.4247087855
Potato,2014,Rabi       ,Andhra Pradesh,1034.0,17881,687.6,156092.64,341.22,17.564,Potato,931.9471865745311,16664147.643139191,156433.86000000002,16507713.783139192
Wheat,2014,Rabi       ,Andhra Pradesh,320.0,256,687.6,48307.2,105.6,1.02,Wheat,2462.4266055045873,630381.2110091744,48412.799999999996,581968.4110091743
Banana,2014,Whole Year ,Assam,51279.0,865669,1899.0,7741077.84,16922.07,16.40037037,Banana,2452.813852813853,2123324915.1515152,7757999.91,2115566915.2415152
Cotton,2014,Kharif     ,Assam,912.0,428,1899.0,137675.52,300.96,0.5344,Cotton,7018.95205479452,3004111.4794520545,137976.47999999998,2866134.9994520545
Maize,2014,Kharif     ,Assam,27953.0,93179,1899.0,4219784.88,9224.49,2.96962963,Maize,2600.0,242265400.0,4229009.37,238036390.63
Onion,2014,Whole Year ,Assam,8283.0,32421,1899.0,1250401.68,2733.39,3.382592593,Onion,1464.6079195402297,47484053.35941379,1253135.0699999998,46230918.28941379
Potato,2014,Whole Year ,Assam,104521.0,783768,1899.0,15778490.16,34491.93,7.653703704,Potato,931.9471865745311,730430382.527147,15812982.09,714617400.437147
Wheat,2014,Rabi       ,Assam,23646.0,28769,1899.0,3569600.16,7803.18,1.199615385,Wheat,2462.4266055045873,70841551.01376148,3577403.3400000003,67264147.67376147
Banana,2014,Whole Year ,Goa,2380.0,26882,3491.2,359284.8,785.4,11.29,Banana,2452.813852813853,65936541.99134199,360070.2,65576471.79134199
Cotton,2014,Kharif     ,Karnataka,808464.0,2205170,1238.5,122045725.4,266793.12,2.50375,Cotton,7018.95205479452,15477982502.671232,122312518.52000001,15355669984.151232
Cotton,2014,Rabi       ,Karnataka,65287.0,104033,1238.5,9855725.52,21544.71,1.496363636,Cotton,7018.95205479452,730202639.1164384,9877270.23,720325368.8864384
Cotton,2014,Summer     ,Karnataka,2183.0,4135,1238.5,329545.68,720.39,1.8925,Cotton,7018.95205479452,29023366.74657534,330266.07,28693100.67657534
Maize,2014,Kharif     ,Karnataka,1210336.0,3788289,1238.5,182712322.6,399410.88,3.134642857,Maize,2600.0,9849551400.0,183111733.48,9666439666.52
Maize,2014,Rabi       ,Karnataka,102820.0,347250,1238.5,15521707.2,33930.6,3.191785714,Maize,2600.0,902850000.0,15555637.799999999,887294362.2
Maize,2014,Summer     ,Karnataka,23928.0,78040,1238.5,3612170.88,7896.24,3.19,Maize,2600.0,202904000.0,3620067.12,199283932.88
Onion,2014,Kharif     ,Karnataka,165553.0,850280,1238.5,24991880.88,54632.49,5.48,Onion,1464.6079195402297,1245326821.8266666,25046513.369999997,1220280308.4566667
Onion,2014,Rabi       ,Karnataka,13779.0,91319,1238.5,2080077.84,4547.07,7.599090909,Onion,1464.6079195402297,133746530.60449423,2084624.9100000001,131661905.69449423
Onion,2014,Summer     ,Karnataka,5782.0,28365,1238.5,872850.72,1908.06,5.114090909,Onion,1464.6079195402297,41543603.63775861,874758.78,40668844.85775861
Potato,2014,Kharif     ,Karnataka,33572.0,206657,1238.5,5068029.12,11078.76,6.655555556,Potato,931.9471865745311,192593409.73593286,5079107.88,187514301.85593286
Potato,2014,Rabi       ,Karnataka,7334.0,112971,1238.5,1107140.64,2420.22,15.352,Potato,931.9471865745311,105283005.61451136,1109560.8599999999,104173444.75451136
Potato,2014,Summer     ,Karnataka,562.0,7705,1238.5,84839.52,185.46,13.72166667,Potato,931.9471865745311,7180653.072556762,85024.98000000001,7095628.092556762
Wheat,2014,Rabi       ,Karnataka,197615.0,260093,1238.5,29831960.4,65212.95,1.289285714,Wheat,2462.4266055045873,640459923.1055046,29897173.349999998,610562749.7555046
Banana,2014,Whole Year ,Kerala,61936.0,545431,3046.4,9349858.56,20438.88,8.282857143,Banana,2452.813852813853,1337840712.5541127,9370297.440000001,1328470415.1141126
Maize,2014,Whole Year ,Kerala,67.0,69,3046.4,10114.32,22.11,1.166666667,Maize,2600.0,179400.0,10136.43,169263.57
Onion,2014,Whole Year ,Kerala,61.0,0,3046.4,9208.56,20.13,0.0,Onion,1464.6079195402297,0.0,9228.689999999999,-9228.689999999999
Potato,2014,Whole Year ,Kerala,852.0,15811,3046.4,128617.92,281.16,18.56,Potato,931.9471865745311,14735016.96692991,128899.08,14606117.88692991
Wheat,2014,Whole Year ,Kerala,1.0,3,3046.4,150.96,0.33,3.0,Wheat,2462.4266055045873,7387.279816513762,151.29000000000002,7235.989816513762
Banana,2014,Kharif     ,Meghalaya,7072.0,87186,3484.4,1067589.12,2333.76,10.16727273,Banana,2452.813852813853,213851028.57142857,1069922.8800000001,212781105.69142857
Cotton,2014,Kharif     ,Meghalaya,7305.0,9024,3484.4,1102762.8,2410.65,1.186,Cotton,7018.95205479452,63339023.34246575,1105173.45,62233849.89246575
Maize,2014,Whole Year ,Meghalaya,18037.0,40764,3484.4,2722865.52,5952.21,2.214545455,Maize,2600.0,105986400.0,2728817.73,103257582.27
Onion,2014,Rabi       ,Meghalaya,499.0,4231,3484.4,75329.04,164.67,8.006,Onion,1464.6079195402297,6196756.107574712,75493.70999999999,6121262.397574712
Potato,2014,Summer     ,Meghalaya,12435.0,139328,3484.4,1877187.6,4103.55,8.149090909,Potato,931.9471865745311,129846337.61105627,1881291.1500000001,127965046.46105626
Potato,2014,Winter     ,Meghalaya,6038.0,42957,3484.4,911496.48,1992.54,6.598181818,Potato,931.9471865745311,40033655.293682136,913489.02,39120166.27368213
Wheat,2014,Rabi       ,Meghalaya,442.0,844,3484.4,66724.32,145.86,1.568,Wheat,2462.4266055045873,2078288.0550458718,66870.18000000001,2011417.8750458718
Banana,2014,Whole Year ,Tamil Nadu,91410.0,3725937,911.3,13799253.6,30165.3,42.5,Banana,2452.813852813853,9139029888.31169,13829418.9,9125200469.41169
Cotton,2014,Kharif     ,Tamil Nadu,138386.0,434108,911.3,20890750.56,45667.38,3.09962963,Cotton,7018.95205479452,3046983238.60274,20936417.939999998,3026046820.6627398
Cotton,2014,Rabi       ,Tamil Nadu,48307.0,164831,911.3,7292424.72,15941.31,3.393214286,Cotton,7018.95205479452,1156940886.1438355,7308366.029999999,1149632520.1138356
Maize,2014,Kharif     ,Tamil Nadu,191481.0,1663616,911.3,28905971.76,63188.73,8.406538462,Maize,2600.0,4325401600.0,28969160.490000002,4296432439.51
Maize,2014,Rabi       ,Tamil Nadu,130471.0,984135,911.3,19695902.16,43055.43,7.637586207,Maize,2600.0,2558751000.0,19738957.59,2539012042.41
Onion,2014,Kharif     ,Tamil Nadu,11835.0,100221,911.3,1786611.6,3905.55,8.114074074,Onion,1464.6079195402297,146784470.30424136,1790517.1500000001,144993953.15424135
Onion,2014,Rabi       ,Tamil Nadu,16270.0,140110,911.3,2456119.2,5369.1,8.551111111,Onion,1464.6079195402297,205206215.60678157,2461488.3000000003,202744727.30678156
Potato,2014,Kharif     ,Tamil Nadu,3018.0,68463,911.3,455597.28,995.94,21.70833333,Potato,931.9471865745311,63803900.23445212,456593.22000000003,63347307.01445212
